Date,Conductance,LocationIdentifier,HydrologicCondition,HydrologicEvent,,,,,,,,,,,,,,,,,,,,,ProjectIdentifier,ActivityConductingOrganizationText,ActivityCommentText,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultStatusIdentifier,ActivityStartTime/Time
2003-10-07,89,USGS-09073400,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:15:00
2003-12-17,92,USGS-09073400,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,14:30:00
2004-02-04,93,USGS-09073400,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,16:15:00
2004-03-23,86,USGS-09073400,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,14:20:00
2004-05-11,41,USGS-09073400,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:05:00
2004-06-29,52,USGS-09073400,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:00:00
2004-09-01,90,USGS-09073400,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,14:45:00
2004-10-05,86,USGS-09073400,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,11:20:00
2009-12-17,95,USGS-09073400,"Stable, normal stage",Routine sample,Grab sample  (dip),Open-Mouth Bottle,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,"L-3550020 Received December 19, 2009",USGS parameter code 82398,Grab sample  (dip),Open-Mouth Bottle,Accepted,10:35:00
2010-02-17,95,USGS-09073400,"Stable, normal stage",Routine sample,Grab sample  (dip),Open-Mouth Bottle,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,"L-0500014 X = Date on sample = 2/17/10, all else matches   corrected date per Mark Henneberg  pwg  2010/02/23",USGS parameter code 82398,Grab sample  (dip),Open-Mouth Bottle,Accepted,15:35:00
2010-04-13,82,USGS-09073400,"Stable, normal stage",Routine sample,Grab sample  (dip),Open-Mouth Bottle,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Grab sample  (dip),Open-Mouth Bottle,Accepted,16:15:00
2010-08-03,68,USGS-09073400,"Stable, normal stage",Routine sample,Grab sample  (dip),Open-Mouth Bottle,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Grab sample  (dip),Open-Mouth Bottle,Accepted,17:25:00
2010-10-06,90,USGS-09073400,"Stable, low stage",Not applicable,USGS,Unknown,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey,,USGS,USGS,Unknown,Accepted,15:55:00
2010-11-23,93,USGS-09073400,"Stable, normal stage",Regulated flow,Grab sample  (dip),Grab sample,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey,"L-3330017 Received November 26, 2010",USGS parameter code 82398,Grab sample  (dip),Grab sample,Accepted,11:35:00
2011-02-03,95,USGS-09073400,"Stable, normal stage",Routine sample,Grab sample  (dip),Open-Mouth Bottle,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey,,USGS parameter code 82398,Grab sample  (dip),Open-Mouth Bottle,Accepted,10:45:00
2011-04-14,86,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey,,USGS,USGS,Unknown,Accepted,13:00:00
2011-06-09,36,USGS-09073400,"Stable, normal stage",Routine sample,Grab sample  (dip),Open-Mouth Bottle,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey,,USGS parameter code 82398,Grab sample  (dip),Open-Mouth Bottle,Accepted,17:45:00
2011-06-24,35,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,11:20:00
2011-07-21,54,USGS-09073400,"Stable, normal stage",Routine sample,Point sample,None,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,USGS - Colorado Water Science Center,,USGS parameter code 82398,Point sample,None,Accepted,14:50:00
2011-08-25,78,USGS-09073400,"Stable, normal stage",Routine sample,Grab sample  (dip),Grab sample,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Grab sample  (dip),Grab sample,Accepted,19:40:00
2011-10-04,91,USGS-09073400,"Stable, normal stage",Routine sample,Grab sample  (dip),Open-Mouth Bottle,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey,L-2850033 X = No stat id on smpls,USGS parameter code 82398,Grab sample  (dip),Open-Mouth Bottle,Accepted,08:30:00
2011-12-05,97,USGS-09073400,"Stable, normal stage",Drought,USGS,Unknown,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,15:30:00
2012-02-07,101,USGS-09073400,"Stable, low stage",Routine sample,Grab sample  (dip),Open-Mouth Bottle,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey,,USGS parameter code 82398,Grab sample  (dip),Open-Mouth Bottle,Accepted,12:05:00
2012-04-16,75,USGS-09073400,"Stable, normal stage",Routine sample,Multiple verticals,Open-Mouth Bottle,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Multiple verticals,Open-Mouth Bottle,Accepted,19:00:00
2012-05-18,52,USGS-09073400,"Stable, normal stage",Routine sample,Point sample,None,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,USGS - Colorado Water Science Center,,USGS parameter code 82398,Point sample,None,Accepted,14:45:00
2012-06-26,76,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,16:20:00
2012-08-21,91,USGS-09073400,"Stable, normal stage",Routine sample,Multiple verticals,Open-Mouth Bottle,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey,"L-2400086 Received August 25, 2012",USGS parameter code 82398,Multiple verticals,Open-Mouth Bottle,Accepted,16:10:00
2012-12-05,100,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,16:17:00
2013-02-06,104,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,17:00:00
2013-04-23,103,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,12:55:00
2013-05-22,61,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,12:55:00
2013-05-28,42,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,17:10:00
2013-06-27,55,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,15:40:00
2013-07-24,74,USGS-09073400,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,16:07:00
1976-10-05,600,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1976-11-09,580,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1976-12-15,700,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-02-01,640,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-03-29,500,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-04-14,300,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-04-18,320,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-05-10,530,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-05-24,530,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-06-07,460,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-07-06,570,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-09-21,650,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1977-11-08,625,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-01-12,600,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-02-13,600,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-03-29,600,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-05-09,230,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-06-07,300,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-06-20,380,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-07-11,240,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-08-22,480,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-10-02,580,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-11-14,300,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1978-12-05,500,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-03-06,600,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-05-03,300,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-05-23,120,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-06-19,280,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-07-23,360,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,
1979-10-10,500,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,09:10:00
1979-11-08,550,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,11:40:00
1979-12-20,490,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,14:45:00
1980-02-06,570,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,16:50:00
1980-04-14,520,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,14:50:00
1980-06-04,165,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,17:00:00
1980-06-20,400,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,11:30:00
1980-07-18,340,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,10:15:00
1980-08-22,250,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,07:55:00
1980-10-06,640,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,15:15:00
1980-11-17,520,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,16:30:00
1981-01-07,580,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,14:20:00
1981-02-18,540,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,14:20:00
1981-04-08,440,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,14:15:00
1981-04-28,205,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,09:20:00
1981-05-14,260,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,19:50:00
1981-06-11,450,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,18:30:00
1981-08-19,550,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,Unknown,Historical,11:20:00
1981-10-15,600,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:50:00
1981-11-24,560,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:50:00
1982-01-26,390,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:00:00
1982-03-31,525,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:05:00
1982-05-18,320,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:00:00
1982-06-16,305,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:05:00
1982-07-28,440,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:35:00
1982-08-25,505,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:40:00
1982-09-23,505,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:05:00
1982-10-20,520,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:35:00
1982-11-16,540,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:20:00
1983-01-04,520,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:25:00
1983-02-07,490,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:50:00
1983-03-30,740,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:25:00
1983-05-12,265,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,11:40:00
1983-06-08,210,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:45:00
1983-06-28,340,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:30:00
1983-08-11,525,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,16:30:00
1983-09-13,450,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,17:50:00
1983-10-13,540,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:23:00
1983-11-09,555,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:50:00
1983-12-14,525,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,16:05:00
1984-01-31,598,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,16:35:00
1984-05-21,204,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:20:00
1984-06-04,135,USGS-09076520,Not determined,Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:15:00
